TIME,PRICE
2024-01-01 00:00:00,84.995
2024-01-01 00:15:00,101.57865282298098
2024-01-01 00:30:00,117.52500516819447
2024-01-01 00:45:00,132.22124765783127
2024-01-01 01:00:00,145.10261193476248
2024-01-01 01:15:00,155.67407439377786
2024-01-01 01:30:00,163.52937966112194
2024-01-01 01:45:00,168.3666527606766
2024-01-01 02:00:00,170.0
2024-01-01 02:15:00,168.3666527606766
2024-01-01 02:30:00,163.52937966112194
2024-01-01 02:45:00,155.67407439377786
2024-01-01 03:00:00,145.10261193476248
2024-01-01 03:15:00,132.22124765783127
2024-01-01 03:30:00,117.52500516819447
2024-01-01 03:45:00,101.57865282298101
2024-01-01 04:00:00,84.99500000000002
2024-01-01 04:15:00,68.41134717701901
2024-01-01 04:30:00,52.46499483180556
2024-01-01 04:45:00,37.768752342168746
2024-01-01 05:00:00,24.887388065237538
2024-01-01 05:15:00,14.315925606222152
2024-01-01 05:30:00,6.460620338878101
2024-01-01 05:45:00,1.6233472393234223
2024-01-01 06:00:00,-0.009999999999990905
2024-01-01 06:15:00,1.623347239323408
2024-01-01 06:30:00,6.460620338878087
2024-01-01 06:45:00,14.315925606222137
2024-01-01 07:00:00,24.887388065237523
2024-01-01 07:15:00,37.768752342168725
2024-01-01 07:30:00,52.4649948318055
2024-01-01 07:45:00,68.41134717701898
2024-01-01 08:00:00,84.99499999999999
2024-01-01 08:15:00,101.57865282298098
2024-01-01 08:30:00,117.52500516819447
2024-01-01 08:45:00,132.22124765783127
2024-01-01 09:00:00,145.10261193476245
2024-01-01 09:15:00,155.67407439377786
2024-01-01 09:30:00,163.5293796611219
2024-01-01 09:45:00,168.36665276067657
2024-01-01 10:00:00,170.0
2024-01-01 10:15:00,168.36665276067663
2024-01-01 10:30:00,163.52937966112194
2024-01-01 10:45:00,155.6740743937779
2024-01-01 11:00:00,145.10261193476254
2024-01-01 11:15:00,132.2212476578313
2024-01-01 11:30:00,117.52500516819453
2024-01-01 11:45:00,101.57865282298096
2024-01-01 12:00:00,84.99500000000003
2024-01-01 12:15:00,68.41134717701911
2024-01-01 12:30:00,52.46499483180555
2024-01-01 12:45:00,37.76875234216876
2024-01-01 13:00:00,24.887388065237502
2024-01-01 13:15:00,14.315925606222166
2024-01-01 13:30:00,6.460620338878101
2024-01-01 13:45:00,1.6233472393233939
2024-01-01 14:00:00,-0.009999999999990905
2024-01-01 14:15:00,1.6233472393233939
2024-01-01 14:30:00,6.460620338878073
2024-01-01 14:45:00,14.315925606222123
2024-01-01 15:00:00,24.887388065237452
2024-01-01 15:15:00,37.7687523421687
2024-01-01 15:30:00,52.46499483180548
2024-01-01 15:45:00,68.41134717701904
2024-01-01 16:00:00,84.99499999999996
2024-01-01 16:15:00,101.5786528229809
2024-01-01 16:30:00,117.52500516819445
2024-01-01 16:45:00,132.22124765783124
2024-01-01 17:00:00,145.1026119347625
2024-01-01 17:15:00,155.67407439377786
2024-01-01 17:30:00,163.5293796611219
2024-01-01 17:45:00,168.3666527606766
2024-01-01 18:00:00,170.0
2024-01-01 18:15:00,168.36665276067663
2024-01-01 18:30:00,163.52937966112194
2024-01-01 18:45:00,155.67407439377791
2024-01-01 19:00:00,145.10261193476256
2024-01-01 19:15:00,132.22124765783133
2024-01-01 19:30:00,117.52500516819454
2024-01-01 19:45:00,101.57865282298098
2024-01-01 20:00:00,84.99500000000006
2024-01-01 20:15:00,68.41134717701914
2024-01-01 20:30:00,52.464994831805704
2024-01-01 20:45:00,37.76875234216866
2024-01-01 21:00:00,24.887388065237523
2024-01-01 21:15:00,14.315925606222166
2024-01-01 21:30:00,6.460620338878115
2024-01-01 21:45:00,1.6233472393234365
2024-01-01 22:00:00,-0.009999999999990905
2024-01-01 22:15:00,1.6233472393234223
2024-01-01 22:30:00,6.460620338878073
2024-01-01 22:45:00,14.315925606222109
2024-01-01 23:00:00,24.887388065237438
2024-01-01 23:15:00,37.76875234216856
2024-01-01 23:30:00,52.4649948318056
2024-01-01 23:45:00,68.41134717701902
2024-01-02 00:00:00,84.99499999999995
2024-01-02 00:15:00,101.57865282298087
2024-01-02 00:30:00,117.5250051681943
2024-01-02 00:45:00,132.22124765783133
2024-01-02 01:00:00,145.10261193476248
2024-01-02 01:15:00,155.67407439377783
2024-01-02 01:30:00,163.52937966112188
2024-01-02 01:45:00,168.36665276067657
2024-01-02 02:00:00,170.0
2024-01-02 02:15:00,168.3666527606766
2024-01-02 02:30:00,163.52937966112194
2024-01-02 02:45:00,155.67407439377791
