module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable3.csv.gz,renewable3.csv.gz,renewable3.csv.gz,renewable3.csv.gz,renewable6.csv.gz,renewable6.csv.gz,renewable6.csv.gz,renewable6.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,45527.43683595664,0.0,-455274.36835956643,0.0,10.0,0.0,-0.0,0.1,0.180924313,18.0924313,0.0,0.0,100.0,1.0,0.22,-22.0,-304.403798960378,304.403798960378,0.0,-304.403798960378,304.403798960378,0.0,-45018.62923803589,45018.62923803589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-455296.36835956643,-455296.36835956643,45627.43683595664,45627.43683595664,45527.43683595664,0.0,100.0,0.0,0.0,45627.43683595664,45627.43683595664,0,0.0,100.0
1,45215.84793050648,0.0,-452158.47930506483,0.0,10.0,0.0,-0.0,0.1,0.18330306,18.330306,0.0,0.0,100.0,1.0,0.22,-22.0,-199.70956723056304,199.70956723056304,0.0,-199.70956723056304,199.70956723056304,0.0,-44916.42879604536,44916.42879604536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-452180.47930506483,-452180.47930506483,45315.84793050648,45315.84793050648,45215.84793050648,0.0,100.0,0.0,0.0,45315.84793050648,45315.84793050648,0,0.0,100.0
2,45396.67880847264,0.0,-453966.78808472643,0.0,10.0,0.0,-0.0,0.1,0.195031339,19.503133899999998,0.0,0.0,100.0,1.0,0.22,-22.0,-199.984873596959,199.984873596959,0.0,-199.984873596959,199.984873596959,0.0,-45096.70906127873,45096.70906127873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453988.78808472643,-453988.78808472643,45496.67880847264,45496.67880847264,45396.67880847264,0.0,100.0,0.0,0.0,45496.67880847264,45496.67880847264,0,0.0,100.0
3,45361.109428352065,0.0,-453611.09428352065,0.0,10.0,0.0,-0.0,0.1,0.190779281,19.0779281,0.0,0.0,100.0,1.0,0.22,-22.0,-200.1421107882485,200.1421107882485,0.0,-200.1421107882485,200.1421107882485,0.0,-45060.82520677557,45060.82520677557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453633.09428352065,-453633.09428352065,45461.109428352065,45461.109428352065,45361.109428352065,0.0,100.0,0.0,0.0,45461.109428352065,45461.109428352065,0,0.0,100.0
4,45891.69180652368,0.0,-458916.9180652368,0.0,10.0,0.0,-0.0,0.1,0.1653023559999999,16.53023559999999,0.0,0.0,100.0,1.0,0.22,-22.0,-202.1916188899254,202.1916188899254,0.0,-202.1916188899254,202.1916188899254,0.0,-45587.30856874383,45587.30856874383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-458938.9180652368,-458938.9180652368,45991.69180652368,45991.69180652368,45891.69180652368,0.0,100.0,0.0,0.0,45991.69180652368,45991.69180652368,0,0.0,100.0
5,46004.03064201639,0.0,-460040.3064201639,0.0,10.0,0.0,-0.0,0.1,0.148113168,14.811316799999998,0.0,0.0,100.0,1.0,0.22,-22.0,-306.22845842399994,306.22845842399994,0.0,-306.22845842399994,306.22845842399994,0.0,-45491.57372516839,45491.57372516839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-460062.3064201639,-460062.3064201639,46104.03064201639,46104.03064201639,46004.03064201639,0.0,100.0,0.0,0.0,46104.03064201639,46104.03064201639,0,0.0,100.0
6,50335.08682326853,0.0,-503350.8682326853,0.0,10.0,0.0,-0.0,0.1,0.140914668,14.0914668,0.0,0.0,100.0,1.0,0.22,-22.0,-523.8375656257573,523.8375656257573,0.0,-523.8375656257573,523.8375656257573,0.0,-49387.41169201702,49387.41169201702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-503372.8682326853,-503372.8682326853,50435.08682326853,50435.08682326853,50335.08682326853,0.0,100.0,0.0,0.0,50435.08682326853,50435.08682326853,0,0.0,100.0
7,50168.525789029845,0.0,-501685.25789029844,0.0,10.0,0.0,-0.0,0.1,0.143098532,14.3098532,0.0,0.0,100.0,1.0,0.22,-22.0,-611.1857306612502,611.1857306612502,0.0,-611.1857306612502,611.1857306612502,0.0,-49712.9692774764,49712.9692774764,0.0,0.0,413.21813031161474,413.21813031161474,0.0,0.0,253.59681945743685,253.59681945743685,0.0,-501707.25789029844,-501707.25789029844,50935.3407387989,50935.3407387989,50835.3407387989,0.0,100.0,0.0,0.0,50935.3407387989,50268.525789029845,0,0.0,100.0
