module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable10.csv.gz,renewable10.csv.gz,renewable10.csv.gz,renewable10.csv.gz,renewable7.csv.gz,renewable7.csv.gz,renewable7.csv.gz,renewable7.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,74973.69713891967,0.0,-749736.9713891967,0.0,10.0,0.0,-0.0,0.01,0.239757908,23.9757908,0.0,0.0,100.0,1.0,0.08,-8.0,-45018.62923803589,45018.62923803589,0.0,-15027.533950441895,15027.533950441895,0.0,-15027.533950441895,15027.533950441895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749744.9713891967,-749744.9713891967,75073.69713891967,75073.69713891967,74973.69713891967,0.0,100.0,0.0,0.0,75073.69713891967,75073.69713891967,1,0.0,100.0
1,74951.03280509145,0.0,-749510.3280509146,0.0,10.0,0.0,-0.0,0.01,0.273658597,27.3658597,0.0,0.0,100.0,1.0,0.08,-8.0,-44916.42879604536,44916.42879604536,0.0,-15067.302004523046,15067.302004523046,0.0,-15067.302004523046,15067.302004523046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-749518.3280509146,-749518.3280509146,75051.03280509145,75051.03280509145,74951.03280509145,0.0,100.0,0.0,0.0,75051.03280509145,75051.03280509145,1,0.0,100.0
2,71505.39013559034,0.0,-715053.9013559034,0.0,10.0,0.0,-0.0,0.01,0.270383127,27.0383127,0.0,0.0,100.0,1.0,0.08,-8.0,-45096.70906127873,45096.70906127873,0.0,-13254.340537155807,13254.340537155807,0.0,-13254.340537155807,13254.340537155807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-715061.9013559034,-715061.9013559034,71605.39013559034,71605.39013559034,71505.39013559034,0.0,100.0,0.0,0.0,71605.39013559034,71605.39013559034,1,0.0,100.0
3,71465.68354652103,0.0,-714656.8354652103,0.0,10.0,0.0,-0.0,0.01,0.263688693,26.368869299999997,0.0,0.0,100.0,1.0,0.08,-8.0,-45060.82520677557,45060.82520677557,0.0,-13252.429169872728,13252.429169872728,0.0,-13252.429169872728,13252.429169872728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-714664.8354652103,-714664.8354652103,71565.68354652103,71565.68354652103,71465.68354652103,0.0,100.0,0.0,0.0,71565.68354652103,71565.68354652103,1,0.0,100.0
4,73727.07398022868,0.0,-737270.7398022868,0.0,10.0,0.0,-0.0,0.01,0.263670279,26.3670279,0.0,0.0,100.0,1.0,0.08,-8.0,-45587.30856874383,45587.30856874383,0.0,-14119.882705742426,14119.882705742426,0.0,-14119.882705742426,14119.882705742426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-737278.7398022868,-737278.7398022868,73827.07398022868,73827.07398022868,73727.07398022868,0.0,100.0,0.0,0.0,73827.07398022868,73827.07398022868,1,0.0,100.0
5,76603.0284164869,0.0,-766030.284164869,0.0,10.0,0.0,-0.0,0.01,0.256445238,25.6445238,0.0,0.0,100.0,1.0,0.11,-11.0,-45491.57372516839,45491.57372516839,0.0,-15605.727345659256,15605.727345659256,0.0,-15605.727345659256,15605.727345659256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-766041.284164869,-766041.284164869,76703.0284164869,76703.0284164869,76603.0284164869,0.0,100.0,0.0,0.0,76703.0284164869,76703.0284164869,1,0.0,100.0
6,101310.82820844045,0.0,-1013108.2820844045,0.0,10.0,0.0,-0.0,0.01,0.267006115,26.700611499999997,0.0,0.0,100.0,1.0,0.11,-11.0,-49387.41169201702,49387.41169201702,0.0,-26011.708258211715,26011.708258211715,0.0,-26011.708258211715,26011.708258211715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1013119.2820844045,-1013119.2820844045,101410.82820844045,101410.82820844045,101310.82820844045,0.0,100.0,0.0,0.0,101410.82820844045,101410.82820844045,1,0.0,100.0
7,113090.49542099352,0.0,-1130904.9542099352,0.0,10.0,0.0,-0.0,0.01,0.2745509439999999,27.45509439999999,0.0,0.0,100.0,1.0,0.11,-11.0,-49712.9692774764,49712.9692774764,0.0,-32526.18273530997,32526.18273530997,0.0,-32526.18273530997,32526.18273530997,0.0,0.0,0.0,0.0,0.0,0.0,1574.8393271028035,1574.8393271028035,0.0,-1130915.9542099352,-1130915.9542099352,114765.33474809633,114765.33474809633,114665.33474809633,0.0,100.0,0.0,0.0,114765.33474809633,113190.49542099352,1,0.0,100.0
