module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable19.csv.gz,renewable19.csv.gz,renewable19.csv.gz,renewable19.csv.gz,renewable20.csv.gz,renewable20.csv.gz,renewable20.csv.gz,renewable20.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,30794.131808863116,0.0,-307941.31808863115,0.0,10.0,0.0,-0.0,0.01,0.239757908,23.9757908,0.0,0.0,100.0,1.0,0.08,-8.0,-8756.365529469624,8756.365529469624,0.0,-2997.4261578879723,2997.4261578879723,0.0,-19140.34012150552,19140.34012150552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-307949.31808863115,-307949.31808863115,30894.131808863116,30894.131808863116,30794.131808863116,0.0,100.0,0.0,0.0,30894.131808863116,30894.131808863116,1,0.0,100.0
1,20168.648796709356,0.0,-201686.48796709356,0.0,10.0,0.0,-0.0,0.01,0.273658597,27.3658597,0.0,0.0,100.0,1.0,0.08,-8.0,-5744.7705198666645,5744.7705198666645,0.0,-1966.51514482345,1966.51514482345,0.0,-12557.363132019243,12557.363132019243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201694.48796709356,-201694.48796709356,20268.648796709356,20268.648796709356,20168.648796709356,0.0,100.0,0.0,0.0,20268.648796709356,20268.648796709356,1,0.0,100.0
2,20196.589811901365,0.0,-201965.89811901364,0.0,10.0,0.0,-0.0,0.01,0.270383127,27.0383127,0.0,0.0,100.0,1.0,0.08,-8.0,-5752.689879562524,5752.689879562524,0.0,-1969.226052200056,1969.226052200056,0.0,-12574.673880138787,12574.673880138787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-201973.89811901364,-201973.89811901364,20296.589811901365,20296.589811901365,20196.589811901365,0.0,100.0,0.0,0.0,20296.589811901365,20296.589811901365,1,0.0,100.0
3,20212.547912718583,0.0,-202125.47912718583,0.0,10.0,0.0,-0.0,0.01,0.263688693,26.368869299999997,0.0,0.0,100.0,1.0,0.08,-8.0,-5757.212905643211,5757.212905643211,0.0,-1970.7743471680344,1970.7743471680344,0.0,-12584.560659907338,12584.560659907338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-202133.47912718583,-202133.47912718583,20312.547912718583,20312.547912718583,20212.547912718583,0.0,100.0,0.0,0.0,20312.547912718583,20312.547912718583,1,0.0,100.0
4,20420.553770900333,0.0,-204205.5377090033,0.0,10.0,0.0,-0.0,0.01,0.263670279,26.3670279,0.0,0.0,100.0,1.0,0.08,-8.0,-5816.16828713051,5816.16828713051,0.0,-1990.955597256734,1990.955597256734,0.0,-12713.42988651309,12713.42988651309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-204213.5377090033,-204213.5377090033,20520.553770900333,20520.553770900333,20420.553770900333,0.0,100.0,0.0,0.0,20520.553770900333,20520.553770900333,1,0.0,100.0
5,30979.317638238266,0.0,-309793.17638238263,0.0,10.0,0.0,-0.0,0.01,0.256445238,25.6445238,0.0,0.0,100.0,1.0,0.11,-11.0,-8808.852999352872,8808.852999352872,0.0,-3015.393351543824,3015.393351543824,0.0,-19255.07128734157,19255.07128734157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-309804.17638238263,-309804.17638238263,31079.317638238266,31079.317638238266,30979.317638238266,0.0,100.0,0.0,0.0,31079.317638238266,31079.317638238266,1,0.0,100.0
6,53064.601933836624,0.0,-530646.0193383662,0.0,10.0,0.0,-0.0,0.01,0.267006115,26.700611499999997,0.0,0.0,100.0,1.0,0.11,-11.0,-15068.514973703424,15068.514973703424,0.0,-5158.163029021129,5158.163029021129,0.0,-32937.92393111207,32937.92393111207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-530657.0193383662,-530657.0193383662,53164.601933836624,53164.601933836624,53064.601933836624,0.0,100.0,0.0,0.0,53164.601933836624,53164.601933836624,1,0.0,100.0
7,61290.639195330674,0.0,-612906.3919533067,0.0,10.0,0.0,-0.0,0.01,0.2745509439999999,27.45509439999999,0.0,0.0,100.0,1.0,0.11,-11.0,-17581.139533552523,17581.139533552523,0.0,-6018.269491604998,6018.269491604998,0.0,-38430.21277073442,38430.21277073442,0.0,0.0,638.9826005612722,638.9826005612722,0.0,0.0,0.0,0.0,0.0,-612917.3919533067,-612917.3919533067,62029.621795891944,62029.621795891944,61929.621795891944,0.0,100.0,0.0,0.0,62029.621795891944,61390.639195330674,1,0.0,100.0
