module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable34.csv.gz,renewable34.csv.gz,renewable34.csv.gz,renewable34.csv.gz,renewable42.csv.gz,renewable42.csv.gz,renewable42.csv.gz,renewable42.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,42162.646449898406,0.0,-421626.46449898405,0.0,10.0,0.0,-0.0,0.1,0.239757908,23.9757908,0.0,0.0,100.0,1.0,0.08,-8.0,-29745.5656564571,29745.5656564571,0.0,-10727.54103592959,10727.54103592959,0.0,-1789.5397575117197,1789.5397575117197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-421634.46449898405,-421634.46449898405,42262.646449898406,42262.646449898406,42162.646449898406,0.0,100.0,0.0,0.0,42262.646449898406,42262.646449898406,1,0.0,100.0
1,42269.511336762786,0.0,-422695.11336762784,0.0,10.0,0.0,-0.0,0.1,0.273658597,27.3658597,0.0,0.0,100.0,1.0,0.08,-8.0,-29824.282714598605,29824.282714598605,0.0,-10755.929821041073,10755.929821041073,0.0,-1789.298801123105,1789.298801123105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-422703.11336762784,-422703.11336762784,42369.511336762786,42369.511336762786,42269.511336762786,0.0,100.0,0.0,0.0,42369.511336762786,42369.511336762786,1,0.0,100.0
2,37386.44993062511,0.0,-373864.49930625106,0.0,10.0,0.0,-0.0,0.1,0.270383127,27.0383127,0.0,0.0,100.0,1.0,0.08,-8.0,-26235.69894975452,26235.69894975452,0.0,-9461.730879160174,9461.730879160174,0.0,-1789.0201017104175,1789.0201017104175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-373872.49930625106,-373872.49930625106,37486.44993062511,37486.44993062511,37386.44993062511,0.0,100.0,0.0,0.0,37486.44993062511,37486.44993062511,1,0.0,100.0
3,37380.95468482888,0.0,-373809.5468482888,0.0,10.0,0.0,-0.0,0.1,0.263688693,26.368869299999997,0.0,0.0,100.0,1.0,0.08,-8.0,-26231.915581092708,26231.915581092708,0.0,-9460.366432336656,9460.366432336656,0.0,-1788.6726713995174,1788.6726713995174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-373817.5468482888,-373817.5468482888,37480.95468482888,37480.95468482888,37380.95468482888,0.0,100.0,0.0,0.0,37480.95468482888,37480.95468482888,1,0.0,100.0
4,39723.92308051762,0.0,-397239.2308051762,0.0,10.0,0.0,-0.0,0.1,0.263670279,26.3670279,0.0,0.0,100.0,1.0,0.08,-8.0,-27948.95685947087,27948.95685947087,0.0,-10079.605985113096,10079.605985113096,0.0,-1795.360235933653,1795.360235933653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-397247.2308051762,-397247.2308051762,39823.92308051762,39823.92308051762,39723.92308051762,0.0,100.0,0.0,0.0,39823.92308051762,39823.92308051762,1,0.0,100.0
5,43846.065031985985,0.0,-438460.65031985985,0.0,10.0,0.0,-0.0,0.1,0.256445238,25.6445238,0.0,0.0,100.0,1.0,0.11,-11.0,-30890.04416213115,30890.04416213115,0.0,-11140.289620917169,11140.289620917169,0.0,-1915.7312489376632,1915.7312489376632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-438471.65031985985,-438471.65031985985,43946.065031985985,43946.065031985985,43846.065031985985,0.0,100.0,0.0,0.0,43946.065031985985,43946.065031985985,1,0.0,100.0
6,71911.89471989482,0.0,-719118.9471989481,0.0,10.0,0.0,-0.0,0.1,0.267006115,26.700611499999997,0.0,0.0,100.0,1.0,0.11,-11.0,-51487.6877592076,51487.6877592076,0.0,-18568.69321838327,18568.69321838327,0.0,-1955.5137423039607,1955.5137423039607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-719129.9471989481,-719129.9471989481,72011.89471989482,72011.89471989482,71911.89471989482,0.0,100.0,0.0,0.0,72011.89471989482,72011.89471989482,1,0.0,100.0
7,87381.5139186065,0.0,-873815.1391860651,0.0,10.0,0.0,-0.0,0.1,0.2745509439999999,27.45509439999999,0.0,0.0,100.0,1.0,0.11,-11.0,-64382.466697314216,64382.466697314216,0.0,-23219.10974787196,23219.10974787196,0.0,-1723.3635192731365,1723.3635192731365,0.0,0.0,1574.8393271028035,1574.8393271028035,0.0,0.0,268.58671875,268.58671875,0.0,-873826.1391860651,-873826.1391860651,89324.9399644593,89324.9399644593,89224.9399644593,0.0,100.0,0.0,0.0,89324.9399644593,87481.5139186065,1,0.0,100.0
