module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable30.csv.gz,renewable30.csv.gz,renewable30.csv.gz,renewable30.csv.gz,renewable37.csv.gz,renewable37.csv.gz,renewable37.csv.gz,renewable37.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,25773.845533817053,0.0,-257738.45533817052,0.0,20.0,9.0,-0.0,0.2,0.180924313,18.0924313,0.0,0.0,100.0,1.0,0.08,-8.0,-11853.4635896142,11853.4635896142,0.0,-9056.013019071246,9056.013019071246,0.0,-4973.3689251316055,4973.3689251316055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-257746.45533817052,-257746.45533817052,25882.845533817053,25882.845533817053,25773.845533817053,0.0,109.0,0.0,0.0,25882.845533817053,25882.845533817053,0,9.0,100.0
1,22577.374355424832,0.0,-225773.74355424833,0.0,10.0,0.0,-0.0,0.1,0.18330306,18.330306,0.0,0.0,100.0,1.0,0.08,-8.0,-11851.867554786171,11851.867554786171,0.0,-5941.35962510925,5941.35962510925,0.0,-4884.147175529412,4884.147175529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225781.74355424833,-225781.74355424833,22677.374355424832,22677.374355424832,22577.374355424832,0.0,100.0,0.0,0.0,22677.374355424832,22677.374355424832,0,0.0,100.0
2,22665.52858792084,0.0,-226655.2858792084,0.0,10.0,0.0,-0.0,0.1,0.195031339,19.503133899999998,0.0,0.0,100.0,1.0,0.08,-8.0,-11850.02151961044,11850.02151961044,0.0,-5949.549989509531,5949.549989509531,0.0,-4965.957078800866,4965.957078800866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-226663.2858792084,-226663.2858792084,22765.52858792084,22765.52858792084,22665.52858792084,0.0,100.0,0.0,0.0,22765.52858792084,22765.52858792084,1,0.0,100.0
3,22586.24104267916,0.0,-225862.4104267916,0.0,10.0,0.0,-0.0,0.1,0.190779281,19.0779281,0.0,0.0,100.0,1.0,0.08,-8.0,-11847.720228162236,11847.720228162236,0.0,-5954.227795950394,5954.227795950394,0.0,-4884.293018566534,4884.293018566534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-225870.4104267916,-225870.4104267916,22686.24104267916,22686.24104267916,22586.24104267916,0.0,100.0,0.0,0.0,22686.24104267916,22686.24104267916,1,0.0,100.0
4,23007.47459588681,0.0,-230074.74595886812,0.0,10.0,0.0,-0.0,0.1,0.1653023559999999,16.53023559999999,0.0,0.0,100.0,1.0,0.08,-8.0,-11892.01698232812,11892.01698232812,0.0,-6015.200661975281,6015.200661975281,0.0,-5200.256951583411,5200.256951583411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-230082.74595886812,-230082.74595886812,23107.47459588681,23107.47459588681,23007.47459588681,0.0,100.0,0.0,0.0,23107.47459588681,23107.47459588681,1,0.0,100.0
5,27286.44239627556,0.0,-272864.4239627556,0.0,10.0,0.0,-0.0,0.1,0.148113168,14.811316799999998,0.0,0.0,100.0,1.0,0.11,-11.0,-12689.324454206777,12689.324454206777,0.0,-9110.296638113998,9110.296638113998,0.0,-5586.821303954784,5586.821303954784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-272875.4239627556,-272875.4239627556,27386.44239627556,27386.44239627556,27286.44239627556,0.0,100.0,0.0,0.0,27386.44239627556,27386.44239627556,0,0.0,100.0
6,35042.33529844781,0.0,-350423.3529844781,0.0,10.0,0.0,-0.0,0.1,0.140914668,14.0914668,0.0,0.0,100.0,1.0,0.11,-11.0,-12952.833736211873,12952.833736211873,0.0,-15584.16757736628,15584.16757736628,0.0,-6605.33398486966,6605.33398486966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-350434.3529844781,-350434.3529844781,35142.33529844781,35142.33529844781,35042.33529844781,0.0,100.0,0.0,0.0,35142.33529844781,35142.33529844781,1,0.0,100.0
7,35258.15587648129,0.0,-352581.5587648129,0.0,10.0,0.0,-0.0,0.1,0.143098532,14.3098532,0.0,0.0,100.0,1.0,0.11,-11.0,-11415.12874560415,11415.12874560415,0.0,-18182.77548717219,18182.77548717219,0.0,-6173.469774016563,6173.469774016563,0.0,0.0,413.21813031161474,413.21813031161474,0.0,0.0,0.0,0.0,0.0,-352592.5587648129,-352592.5587648129,35771.3740067929,35771.3740067929,35671.3740067929,0.0,100.0,0.0,0.0,35771.3740067929,35358.15587648129,0,0.0,100.0
