module_name,balancing,balancing,balancing,battery,battery,battery,battery,battery,grid,grid,grid,grid,grid,grid,grid,grid,load,load,load,load,load,load,load,load,load,renewable12.csv.gz,renewable12.csv.gz,renewable12.csv.gz,renewable12.csv.gz,renewable23.csv.gz,renewable23.csv.gz,renewable23.csv.gz,renewable23.csv.gz,balance,balance,balance,balance,balance,balance,balance,balance,balance,balance,net_load,action,converted_action,converted_action
module_number,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
field,loss_load,overgeneration,reward,charge_amount,current_charge,discharge_amount,reward,soc,co2_per_kwh_current,co2_production,export_price_current,grid_export,grid_import,grid_status_current,import_price_current,reward,load_current,load_met,reward,load_current,load_met,reward,load_current,load_met,reward,curtailment,renewable_current,renewable_used,reward,curtailment,renewable_current,renewable_used,reward,reward,shaped_reward,overall_provided_to_microgrid,overall_absorbed_from_microgrid,flex_provided_to_microgrid,flex_absorbed_from_microgrid,controllable_provided_to_microgrid,controllable_absorbed_from_microgrid,fixed_provided_to_microgrid,fixed_absorbed_from_microgrid,,,battery_0,grid_0
0,16059.143635929926,0.0,-160591.43635929926,0.0,10.0,0.0,-0.0,0.1,0.180924313,18.0924313,0.0,0.0,100.0,1.0,0.08,-8.0,-231.92119759581448,231.92119759581448,0.0,-231.92119759581448,231.92119759581448,0.0,-15695.301240738298,15695.301240738298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160599.43635929926,-160599.43635929926,16159.143635929926,16159.143635929926,16059.143635929926,0.0,100.0,0.0,0.0,16159.143635929926,16159.143635929926,0,0.0,100.0
1,15777.509019575458,0.0,-157775.09019575457,0.0,10.0,0.0,-0.0,0.1,0.18330306,18.330306,0.0,0.0,100.0,1.0,0.08,-8.0,-231.8899700726587,231.8899700726587,0.0,-231.8899700726587,231.8899700726587,0.0,-15413.72907943014,15413.72907943014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157783.09019575457,-157783.09019575457,15877.509019575458,15877.509019575458,15777.509019575458,0.0,100.0,0.0,0.0,15877.509019575458,15877.509019575458,0,0.0,100.0
2,16035.618126278187,0.0,-160356.18126278187,0.0,10.0,0.0,-0.0,0.1,0.195031339,19.503133899999998,0.0,0.0,100.0,1.0,0.08,-8.0,-231.85385112012443,231.85385112012443,0.0,-231.85385112012443,231.85385112012443,0.0,-15671.910424037938,15671.910424037938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160364.18126278187,-160364.18126278187,16135.618126278187,16135.618126278187,16035.618126278187,0.0,100.0,0.0,0.0,16135.618126278187,16135.618126278187,0,0.0,100.0
3,15777.806990491012,0.0,-157778.0699049101,0.0,10.0,0.0,-0.0,0.1,0.190779281,19.0779281,0.0,0.0,100.0,1.0,0.08,-8.0,-231.8088247643552,231.8088247643552,0.0,-231.8088247643552,231.8088247643552,0.0,-15414.1893409623,15414.1893409623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157786.0699049101,-157786.0699049101,15877.806990491012,15877.806990491012,15777.806990491012,0.0,100.0,0.0,0.0,15877.806990491012,15877.806990491012,0,0.0,100.0
4,16776.681191923388,0.0,-167766.81191923388,0.0,10.0,0.0,-0.0,0.1,0.1653023559999999,16.53023559999999,0.0,0.0,100.0,1.0,0.08,-8.0,-232.6755213377314,232.6755213377314,0.0,-232.6755213377314,232.6755213377314,0.0,-16411.330149247926,16411.330149247926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167774.81191923388,-167774.81191923388,16876.681191923388,16876.681191923388,16776.681191923388,0.0,100.0,0.0,0.0,16876.681191923388,16876.681191923388,0,0.0,100.0
5,18027.827423200717,0.0,-180278.27423200716,0.0,10.0,0.0,-0.0,0.1,0.148113168,14.811316799999998,0.0,0.0,100.0,1.0,0.11,-11.0,-248.27539240766967,248.27539240766967,0.0,-248.27539240766967,248.27539240766967,0.0,-17631.276638385378,17631.276638385378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-180289.27423200716,-180289.27423200716,18127.827423200717,18127.827423200717,18027.827423200717,0.0,100.0,0.0,0.0,18127.827423200717,18127.827423200717,0,0.0,100.0
6,21252.431587917967,0.0,-212524.31587917966,0.0,10.0,0.0,-0.0,0.1,0.140914668,14.0914668,0.0,0.0,100.0,1.0,0.11,-11.0,-253.43113341098123,253.43113341098123,0.0,-253.43113341098123,253.43113341098123,0.0,-20845.569321096005,20845.569321096005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-212535.31587917966,-212535.31587917966,21352.431587917967,21352.431587917967,21252.431587917967,0.0,100.0,0.0,0.0,21352.431587917967,21352.431587917967,0,0.0,100.0
7,19354.59694889469,0.0,-193545.9694889469,0.0,10.0,0.0,-0.0,0.1,0.143098532,14.3098532,0.0,0.0,100.0,1.0,0.11,-11.0,-223.3448737895088,223.3448737895088,0.0,-223.3448737895088,223.3448737895088,0.0,-19482.66240900649,19482.66240900649,0.0,0.0,336.551044921875,336.551044921875,0.0,0.0,138.20416276894295,138.20416276894295,0.0,-193556.9694889469,-193556.9694889469,19929.352156585508,19929.352156585508,19829.352156585508,0.0,100.0,0.0,0.0,19929.352156585508,19454.59694889469,0,0.0,100.0
